city,date,rate,state
Hyderabad,10/4/2017,72.4,Telangana
Hyderabad,10/5/2017,72.36,Telangana
Hyderabad,10/6/2017,72.38,Telangana
Hyderabad,10/9/2017,72.44,Telangana
Hyderabad,10/10/2017,72.48,Telangana
Hyderabad,10/11/2017,72.51,Telangana
Hyderabad,10/12/2017,72.44,Telangana
Hyderabad,10/13/2017,72.46,Telangana
Hyderabad,10/16/2017,72.27,Telangana
Hyderabad,10/17/2017,72.24,Telangana
Hyderabad,10/18/2017,72.28,Telangana
Hyderabad,10/24/2017,72.6,Telangana
Hyderabad,10/25/2017,72.66,Telangana
Hyderabad,10/26/2017,72.69,Telangana
Hyderabad,10/30/2017,73.1,Telangana
Hyderabad,10/31/2017,73.2,Telangana
Hyderabad,11/2/2017,73.32,Telangana
Hyderabad,11/3/2017,73.42,Telangana
Hyderabad,11/6/2017,73.87,Telangana
Hyderabad,11/7/2017,73.91,Telangana
Hyderabad,11/9/2017,73.96,Telangana
Hyderabad,11/10/2017,74.04,Telangana
Hyderabad,11/13/2017,73.97,Telangana
Hyderabad,11/14/2017,73.83,Telangana
Hyderabad,11/15/2017,73.78,Telangana
Hyderabad,11/16/2017,73.75,Telangana
Hyderabad,11/17/2017,73.7,Telangana
Hyderabad,11/20/2017,73.68,Telangana
Hyderabad,11/21/2017,73.62,Telangana
Hyderabad,11/22/2017,73.57,Telangana
Hyderabad,11/23/2017,73.51,Telangana
Hyderabad,11/24/2017,73.49,Telangana
Hyderabad,11/27/2017,73.44,Telangana
Hyderabad,11/28/2017,73.33,Telangana
Hyderabad,11/29/2017,73.41,Telangana
Hyderabad,11/30/2017,73.31,Telangana
Hyderabad,12/1/2017,73.29,Telangana
Hyderabad,12/5/2017,73.4,Telangana
Hyderabad,12/6/2017,73.31,Telangana
Hyderabad,12/7/2017,73.3,Telangana
Hyderabad,12/8/2017,73.26,Telangana
Hyderabad,12/11/2017,73.27,Telangana
Hyderabad,12/12/2017,73.15,Telangana
Hyderabad,12/13/2017,73.13,Telangana
Hyderabad,12/15/2017,73.16,Telangana
Hyderabad,12/18/2017,73.34,Telangana
Hyderabad,12/19/2017,73.42,Telangana
Hyderabad,12/20/2017,73.51,Telangana
Hyderabad,12/21/2017,73.5,Telangana
Hyderabad,12/22/2017,73.59,Telangana
Hyderabad,12/26/2017,73.81,Telangana
Hyderabad,12/27/2017,73.82,Telangana
Hyderabad,12/28/2017,73.92,Telangana
Hyderabad,12/29/2017,74.01,Telangana
Hyderabad,1/1/2018,74.17,Telangana
Hyderabad,1/2/2018,74.09,Telangana
Hyderabad,1/3/2018,74.17,Telangana
Hyderabad,1/5/2018,74.19,Telangana
Hyderabad,1/8/2018,74.65,Telangana
Hyderabad,1/9/2018,74.7,Telangana
Hyderabad,1/10/2018,74.78,Telangana
Hyderabad,1/11/2018,74.82,Telangana
Hyderabad,1/12/2018,74.88,Telangana
Hyderabad,1/15/2018,75.35,Telangana
Hyderabad,1/16/2018,75.45,Telangana
Hyderabad,1/17/2018,75.57,Telangana
Hyderabad,1/18/2018,75.75,Telangana
Hyderabad,1/19/2018,75.9,Telangana
Hyderabad,1/22/2018,76.47,Telangana
Hyderabad,1/23/2018,76.63,Telangana
Hyderabad,1/24/2018,76.68,Telangana
Hyderabad,1/25/2018,76.74,Telangana
Hyderabad,1/29/2018,77.11,Telangana
Hyderabad,1/30/2018,77.2,Telangana
Hyderabad,2/1/2018,77.34,Telangana
Hyderabad,2/2/2018,77.39,Telangana
Hyderabad,2/5/2018,77.61,Telangana
Hyderabad,2/6/2018,77.69,Telangana
Hyderabad,2/8/2018,77.68,Telangana
Hyderabad,2/9/2018,77.66,Telangana
Hyderabad,2/12/2018,77.29,Telangana
Hyderabad,2/13/2018,77.22,Telangana
Hyderabad,2/15/2018,77.06,Telangana
Hyderabad,2/16/2018,76.77,Telangana
Hyderabad,2/19/2018,76.14,Telangana
Hyderabad,2/20/2018,75.93,Telangana
Hyderabad,2/21/2018,75.92,Telangana
Hyderabad,2/22/2018,75.9,Telangana
Hyderabad,2/23/2018,75.81,Telangana
Hyderabad,2/26/2018,75.72,Telangana
Hyderabad,2/27/2018,75.7,Telangana
Hyderabad,3/1/2018,75.84,Telangana
Hyderabad,3/2/2018,76.03,Telangana
Hyderabad,3/5/2018,76.64,Telangana
Hyderabad,3/6/2018,76.71,Telangana
Hyderabad,3/9/2018,76.75,Telangana
Hyderabad,3/12/2018,76.78,Telangana
Hyderabad,3/13/2018,76.8,Telangana
Hyderabad,3/15/2018,76.78,Telangana
Hyderabad,3/16/2018,76.69,Telangana
Hyderabad,3/19/2018,76.5,Telangana
Hyderabad,3/20/2018,76.51,Telangana
Hyderabad,3/22/2018,76.57,Telangana
Hyderabad,3/23/2018,76.62,Telangana
Hyderabad,3/26/2018,77.14,Telangana
Hyderabad,3/27/2018,77.25,Telangana
Hyderabad,3/29/2018,77.44,Telangana
Hyderabad,3/30/2018,77.69,Telangana
Hyderabad,4/2/2018,78.21,Telangana
Hyderabad,4/3/2018,78.35,Telangana
Hyderabad,4/5/2018,78.39,Telangana
Hyderabad,4/9/2018,78.4,Telangana
Hyderabad,4/10/2018,78.39,Telangana
Hyderabad,4/12/2018,78.34,Telangana
Hyderabad,4/13/2018,78.31,Telangana
Hyderabad,4/16/2018,78.43,Telangana
Hyderabad,4/19/2018,78.48,Telangana
Hyderabad,4/20/2018,78.49,Telangana
Hyderabad,4/23/2018,78.94,Telangana
Hyderabad,4/24/2018,79.08,Telangana
Hyderabad,5/14/2018,79.27,Telangana
Hyderabad,5/15/2018,79.43,Telangana
Hyderabad,5/16/2018,79.59,Telangana
Hyderabad,5/17/2018,79.82,Telangana
Hyderabad,5/18/2018,79.27,Telangana
Hyderabad,5/21/2018,81.15,Telangana
Hyderabad,5/22/2018,81.47,Telangana
Hyderabad,5/23/2018,81.79,Telangana
Hyderabad,5/24/2018,82.11,Telangana
Hyderabad,5/25/2018,82.49,Telangana
Hyderabad,5/26/2018,82.64,Telangana
Hyderabad,5/27/2018,82.8,Telangana
Hyderabad,5/28/2018,82.96,Telangana
Hyderabad,5/29/2018,83.13,Telangana
Hyderabad,5/31/2018,83.04,Telangana
Hyderabad,6/1/2018,82.98,Telangana
Hyderabad,6/2/2018,82.88,Telangana
Hyderabad,6/3/2018,82.79,Telangana
Hyderabad,6/4/2018,82.63,Telangana
Hyderabad,6/5/2018,82.49,Telangana
Hyderabad,6/6/2018,82.37,Telangana
Hyderabad,6/7/2018,82.28,Telangana
Hyderabad,6/8/2018,82.05,Telangana
Hyderabad,6/9/2018,81.63,Telangana
Hyderabad,6/10/2018,81.37,Telangana
Hyderabad,6/11/2018,81.16,Telangana
Hyderabad,6/12/2018,81,Telangana
Hyderabad,6/15/2018,80.92,Telangana
Hyderabad,6/19/2018,80.83,Telangana
Hyderabad,6/21/2018,80.71,Telangana
Hyderabad,6/22/2018,80.57,Telangana
Hyderabad,6/23/2018,80.47,Telangana
Hyderabad,6/24/2018,80.32,Telangana
Hyderabad,6/25/2018,80.22,Telangana
Hyderabad,6/26/2018,80.07,Telangana
Hyderabad,7/5/2018,80.24,Telangana
Hyderabad,7/6/2018,80.39,Telangana
Hyderabad,7/9/2018,80.93,Telangana
Hyderabad,7/10/2018,81.11,Telangana
Hyderabad,7/12/2018,81.17,Telangana
Hyderabad,7/13/2018,81.35,Telangana
Hyderabad,7/16/2018,81.44,Telangana
Hyderabad,7/20/2018,81.27,Telangana
Hyderabad,7/23/2018,80.93,Telangana
Hyderabad,7/24/2018,80.86,Telangana
Hyderabad,7/30/2018,80.88,Telangana
Hyderabad,7/31/2018,80.94,Telangana
Hyderabad,8/2/2018,81.08,Telangana
Hyderabad,8/3/2018,81.16,Telangana
Hyderabad,8/6/2018,81.66,Telangana
Hyderabad,8/7/2018,81.75,Telangana
Hyderabad,8/13/2018,81.84,Telangana
Hyderabad,8/16/2018,81.89,Telangana
Hyderabad,8/20/2018,82.21,Telangana
Hyderabad,8/21/2018,82.3,Telangana
Hyderabad,8/24/2018,82.4,Telangana
Hyderabad,8/25/2018,76.47,Telangana
Hyderabad,8/26/2018,76.55,Telangana
Hyderabad,8/27/2018,82.66,Telangana
Hyderabad,8/28/2018,82.8,Telangana
Hyderabad,8/29/2018,82.94,Telangana
Hyderabad,8/30/2018,83.07,Telangana
Hyderabad,8/31/2018,83.3,Telangana
Hyderabad,9/3/2018,84.01,Telangana
Hyderabad,9/4/2018,84.18,Telangana
Hyderabad,9/6/2018,84.4,Telangana
Hyderabad,9/7/2018,84.91,Telangana
Hyderabad,9/10/2018,85.69,Telangana
Hyderabad,9/11/2018,85.84,Telangana
Hyderabad,9/13/2018,85.98,Telangana
Hyderabad,9/14/2018,86.28,Telangana
Hyderabad,9/15/2018,86.65,Telangana
Hyderabad,9/16/2018,86.95,Telangana
Hyderabad,9/17/2018,87.11,Telangana
Hyderabad,9/18/2018,87.21,Telangana
Hyderabad,9/20/2018,87.28,Telangana
Hyderabad,9/21/2018,87.38,Telangana
Hyderabad,9/23/2018,87.67,Telangana
Hyderabad,9/24/2018,87.79,Telangana
Hyderabad,9/25/2018,87.94,Telangana
Hyderabad,9/27/2018,88.09,Telangana
Hyderabad,9/28/2018,88.32,Telangana
Hyderabad,9/30/2018,88.61,Telangana
Hyderabad,10/1/2018,88.85,Telangana
Hyderabad,10/2/2018,88.96,Telangana
Hyderabad,10/4/2018,89.11,Telangana
Hyderabad,10/5/2018,86.45,Telangana
Hyderabad,10/6/2018,86.65,Telangana
Hyderabad,10/7/2018,86.79,Telangana
Hyderabad,10/8/2018,87.02,Telangana
Hyderabad,10/9/2018,87.26,Telangana
Hyderabad,10/11/2018,87.37,Telangana
Hyderabad,10/12/2018,87.5,Telangana
Hyderabad,10/13/2018,87.69,Telangana
Hyderabad,10/14/2018,87.75,Telangana
Hyderabad,10/16/2018,87.87,Telangana
Hyderabad,10/18/2018,87.64,Telangana
Hyderabad,10/19/2018,87.39,Telangana
Hyderabad,10/20/2018,86.98,Telangana
Hyderabad,10/22/2018,86.39,Telangana
Hyderabad,10/23/2018,86.28,Telangana
Hyderabad,10/24/2018,86.19,Telangana
Hyderabad,10/25/2018,86.03,Telangana
Hyderabad,10/26/2018,85.76,Telangana
Hyderabad,10/29/2018,84.6,Telangana
Hyderabad,10/30/2018,84.38,Telangana
Hyderabad,11/1/2018,84.19,Telangana
Hyderabad,11/2/2018,84.02,Telangana
Hyderabad,11/5/2018,83.39,Telangana
Hyderabad,11/6/2018,83.24,Telangana
Hyderabad,11/12/2018,82.33,Telangana
Hyderabad,11/13/2018,82.19,Telangana
Hyderabad,11/15/2018,82.03,Telangana
Hyderabad,11/16/2018,81.84,Telangana
Hyderabad,11/19/2018,81.23,Telangana
Hyderabad,11/20/2018,81.08,Telangana
Hyderabad,11/22/2018,80.64,Telangana
Hyderabad,11/23/2018,80.22,Telangana
Hyderabad,11/26/2018,79.07,Telangana
Hyderabad,11/27/2018,78.62,Telangana
Hyderabad,11/28/2018,78.09,Telangana
Hyderabad,11/29/2018,77.74,Telangana
Hyderabad,11/30/2018,77.35,Telangana
Hyderabad,12/1/2018,76.98,Telangana
Hyderabad,12/2/2018,76.64,Telangana
Hyderabad,12/3/2018,76.31,Telangana
Hyderabad,12/4/2018,76.09,Telangana
Hyderabad,12/6/2018,75.66,Telangana
Hyderabad,12/7/2018,75.24,Telangana
Hyderabad,12/10/2018,74.59,Telangana
Hyderabad,12/11/2018,74.42,Telangana
Hyderabad,12/13/2018,74.51,Telangana
Hyderabad,12/17/2018,74.77,Telangana
Hyderabad,12/18/2018,74.88,Telangana
Hyderabad,12/21/2018,74.69,Telangana
Hyderabad,12/24/2018,74.06,Telangana
Hyderabad,12/25/2018,73.98,Telangana
Hyderabad,12/27/2018,73.93,Telangana
Hyderabad,12/28/2018,73.73,Telangana
Hyderabad,12/31/2018,72.97,Telangana
Hyderabad,1/2/2019,72.87,Telangana
Hyderabad,1/4/2019,72.64,Telangana
Hyderabad,1/7/2019,72.71,Telangana
Hyderabad,1/10/2019,73.11,Telangana
Hyderabad,1/11/2019,73.31,Telangana
Hyderabad,1/14/2019,74.44,Telangana
Hyderabad,1/16/2019,74.65,Telangana
Hyderabad,1/17/2019,74.8,Telangana
Hyderabad,1/18/2019,74.89,Telangana
Hyderabad,1/21/2019,75.51,Telangana
Hyderabad,1/22/2019,75.65,Telangana
Hyderabad,1/29/2019,75.57,Telangana
Hyderabad,1/31/2019,75.46,Telangana
Hyderabad,2/1/2019,75.21,Telangana
Hyderabad,2/5/2019,74.68,Telangana
Hyderabad,2/8/2019,74.62,Telangana
Hyderabad,2/11/2019,74.56,Telangana
Hyderabad,2/14/2019,74.63,Telangana
Hyderabad,2/15/2019,74.7,Telangana
Hyderabad,2/18/2019,75.18,Telangana
Hyderabad,2/19/2019,75.29,Telangana
Hyderabad,2/22/2019,75.59,Telangana
Hyderabad,2/25/2019,75.89,Telangana
Hyderabad,2/26/2019,75.99,Telangana
Hyderabad,2/28/2019,76.06,Telangana
Hyderabad,3/1/2019,76.17,Telangana
Hyderabad,3/4/2019,76.56,Telangana
Hyderabad,3/5/2019,76.63,Telangana
Hyderabad,3/11/2019,76.86,Telangana
Hyderabad,3/12/2019,76.81,Telangana
Hyderabad,3/14/2019,76.89,Telangana
Hyderabad,3/15/2019,76.96,Telangana
Hyderabad,3/18/2019,77.2,Telangana
Hyderabad,3/21/2019,77.13,Telangana
Hyderabad,3/22/2019,77.18,Telangana
Hyderabad,3/23/2019,77.24,Telangana
Hyderabad,3/24/2019,77.29,Telangana
Hyderabad,3/28/2019,77.24,Telangana
Hyderabad,4/1/2019,77.32,Telangana
Hyderabad,4/5/2019,77.37,Telangana
Hyderabad,4/8/2019,77.31,Telangana
Hyderabad,4/9/2019,77.25,Telangana
Hyderabad,4/12/2019,77.32,Telangana
Hyderabad,4/15/2019,77.44,Telangana
Hyderabad,4/16/2019,77.39,Telangana
Hyderabad,4/20/2019,77.47,Telangana
Hyderabad,4/22/2019,77.41,Telangana
Hyderabad,4/25/2019,77.49,Telangana
Hyderabad,4/27/2019,77.55,Telangana
Hyderabad,4/30/2019,77.6,Telangana
Hyderabad,5/2/2019,77.53,Telangana
Hyderabad,5/4/2019,77.54,Telangana
Hyderabad,5/5/2019,77.47,Telangana
Hyderabad,5/6/2019,77.4,Telangana
Hyderabad,5/9/2019,77.23,Telangana
Hyderabad,5/10/2019,77.01,Telangana
Hyderabad,5/11/2019,76.5,Telangana
Hyderabad,5/12/2019,76.05,Telangana
Hyderabad,5/13/2019,75.73,Telangana
Hyderabad,5/14/2019,75.47,Telangana
Hyderabad,5/17/2019,75.38,Telangana
Hyderabad,5/18/2019,75.31,Telangana
Hyderabad,5/20/2019,75.4,Telangana
Hyderabad,5/21/2019,75.45,Telangana
Hyderabad,5/23/2019,75.54,Telangana
Hyderabad,5/24/2019,75.69,Telangana
Hyderabad,5/25/2019,75.84,Telangana
Hyderabad,5/26/2019,75.99,Telangana
Hyderabad,5/27/2019,76.09,Telangana
Hyderabad,5/28/2019,76.19,Telangana
Hyderabad,5/30/2019,76.12,Telangana
Hyderabad,5/31/2019,76.05,Telangana
Hyderabad,6/2/2019,75.96,Telangana
Hyderabad,6/3/2019,75.75,Telangana
Hyderabad,6/4/2019,75.67,Telangana
Hyderabad,6/6/2019,75.5,Telangana
Hyderabad,6/7/2019,75.37,Telangana
Hyderabad,6/10/2019,74.82,Telangana
Hyderabad,6/13/2019,74.74,Telangana
Hyderabad,6/14/2019,74.56,Telangana
Hyderabad,6/15/2019,74.36,Telangana
Hyderabad,6/16/2019,74.29,Telangana
Hyderabad,6/24/2019,74.42,Telangana
Hyderabad,6/27/2019,74.5,Telangana
Hyderabad,6/28/2019,74.55,Telangana
Hyderabad,6/29/2019,74.66,Telangana
Hyderabad,6/30/2019,74.76,Telangana
Hyderabad,7/1/2019,74.86,Telangana
Hyderabad,7/2/2019,74.94,Telangana
Hyderabad,7/6/2019,77.53,Telangana
Hyderabad,7/9/2019,77.48,Telangana
Hyderabad,7/13/2019,77.57,Telangana
Hyderabad,7/14/2019,77.67,Telangana
Hyderabad,7/15/2019,77.8,Telangana
Hyderabad,7/16/2019,77.87,Telangana
Hyderabad,7/18/2019,77.95,Telangana
Hyderabad,7/23/2019,78.02,Telangana
Hyderabad,7/25/2019,77.95,Telangana
Hyderabad,7/26/2019,77.89,Telangana
Hyderabad,7/27/2019,77.84,Telangana
Hyderabad,7/28/2019,77.73,Telangana
Hyderabad,7/29/2019,77.57,Telangana
Hyderabad,7/30/2019,77.43,Telangana
Hyderabad,8/1/2019,77.37,Telangana
Hyderabad,8/2/2019,77.2,Telangana
Hyderabad,8/3/2019,77.12,Telangana
Hyderabad,8/4/2019,77.03,Telangana
Hyderabad,8/5/2019,76.87,Telangana
Hyderabad,8/6/2019,76.78,Telangana
Hyderabad,8/8/2019,76.72,Telangana
Hyderabad,8/9/2019,76.56,Telangana
Hyderabad,8/11/2019,76.47,Telangana
Hyderabad,8/18/2019,76.38,Telangana
Hyderabad,8/19/2019,76.31,Telangana
Hyderabad,8/24/2019,76.39,Telangana
Hyderabad,8/25/2019,76.47,Telangana
Hyderabad,8/26/2019,76.55,Telangana
Hyderabad,8/27/2019,76.55,Telangana
Hyderabad,8/29/2019,76.49,Telangana
Hyderabad,9/5/2019,76.46,Telangana
Hyderabad,9/6/2019,76.36,Telangana
Hyderabad,9/7/2019,76.27,Telangana
Hyderabad,9/8/2019,76.2,Telangana
Hyderabad,9/10/2019,76.26,Telangana
Hyderabad,9/12/2019,76.32,Telangana
Hyderabad,9/13/2019,76.4,Telangana
Hyderabad,9/14/2019,76.48,Telangana
Hyderabad,9/15/2019,76.54,Telangana
Hyderabad,9/17/2019,76.69,Telangana
Hyderabad,9/18/2019,76.96,Telangana
Hyderabad,9/19/2019,77.27,Telangana
Hyderabad,9/20/2019,77.64,Telangana
Hyderabad,9/21/2019,77.95,Telangana
Hyderabad,9/22/2019,78.23,Telangana
Hyderabad,9/23/2019,78.54,Telangana
Hyderabad,9/24/2019,78.77,Telangana
Hyderabad,9/26/2019,78.84,Telangana
Hyderabad,9/27/2019,79,Telangana
Hyderabad,9/30/2019,79.08,Telangana
Hyderabad,10/1/2019,79.31,Telangana
Hyderabad,10/3/2019,79.21,Telangana
Hyderabad,10/4/2019,79.01,Telangana
Hyderabad,10/5/2019,78.71,Telangana
Hyderabad,10/7/2019,78.41,Telangana
Hyderabad,10/8/2019,78.23,Telangana
Hyderabad,10/10/2019,78.18,Telangana
Hyderabad,10/11/2019,78.05,Telangana
Hyderabad,10/12/2019,77.94,Telangana
Hyderabad,10/15/2019,77.89,Telangana
Hyderabad,10/22/2019,77.84,Telangana
Hyderabad,10/24/2019,77.78,Telangana
Hyderabad,10/25/2019,77.67,Telangana
Hyderabad,10/26/2019,77.58,Telangana
Hyderabad,10/29/2019,77.52,Telangana
Hyderabad,11/1/2019,77.39,Telangana
Hyderabad,11/2/2019,77.31,Telangana
Hyderabad,11/3/2019,77.26,Telangana
Hyderabad,11/4/2019,77.17,Telangana
Hyderabad,11/5/2019,77.11,Telangana
Hyderabad,11/8/2019,77.22,Telangana
Hyderabad,11/9/2019,77.38,Telangana
Hyderabad,11/10/2019,77.59,Telangana
Hyderabad,11/11/2019,77.75,Telangana
Hyderabad,11/13/2019,77.86,Telangana
Hyderabad,11/14/2019,78.02,Telangana
Hyderabad,11/15/2019,78.21,Telangana
Hyderabad,11/16/2019,78.36,Telangana
Hyderabad,11/17/2019,78.48,Telangana
Hyderabad,11/18/2019,78.65,Telangana
Hyderabad,11/19/2019,78.81,Telangana
Hyderabad,11/22/2019,78.97,Telangana
Hyderabad,11/23/2019,79.07,Telangana
Hyderabad,11/24/2019,79.17,Telangana
Hyderabad,11/25/2019,79.3,Telangana
Hyderabad,11/26/2019,79.41,Telangana
Hyderabad,11/29/2019,79.46,Telangana
Hyderabad,11/30/2019,79.513,Telangana
Hyderabad,12/1/2019,79.64,Telangana
Hyderabad,12/7/2019,79.55,Telangana
Hyderabad,12/8/2019,79.64,Telangana
Hyderabad,12/9/2019,79.69,Telangana
Hyderabad,12/10/2019,79.7,Telangana
Hyderabad,12/12/2019,79.65,Telangana
